KEY,en,notes,sp,fr,de,it,pt-br,zh,ja
ITEM_BLOODYSOULCLAW_DESC,"Use: A melee attack that deals damage equal to the number of uses this has left.
When this weapon kills a unit, it gains +2 uses and you heal 5 HP.",,"Uso: Lanza un ataque cuerpo a cuerpo que inflige el mismo daño que usos queden.
Cuando el arma mata a una unidad, obtiene +2 usos y esta unidad recupera 5 PS.","Utilisation&nbsp;: une attaque au corps-à-corps qui inflige des dégâts égaux au nombre d'utilisations restantes.
Quand cette arme achève une unité, elle gagne Utilisation +2&nbsp;et vous récupérez 5&nbsp;PV.","Benutzen: Ein Nahkampfangriff, dessen Schaden der Anzahl seiner verbleibenden Anwendungen entspricht.
Tötet diese Waffe eine Einheit, erhält sie +2&nbsp;Benutzungen und du heilst dich um 5&nbsp;LP.","Uso: Un attacco corpo a corpo che infligge danno pari al numero di utilizzi rimasti.
Quando quest'arma uccide un'unità, ottiene +2 utilizzi e tu recuperi 5 PS.","Uso: um ataque corpo-a-corpo que causa dano equivalente à quantidade de usos restantes que este item possui.
Quando esta arma mata uma unidade, ela obtém +2 usos e cura 5 PV.","使用：一次近战攻击，
造成等同于剩余使用次数的伤害。

当这把武器击杀一个单位时，
它获得+2次使用次数，
你恢复5生命值。","使用: 残り使用回数に等しいダ
メージを与える近接攻撃。  
この武器でユニットを倒すと、使
用回数が+2され、HPが5回復
します。"
ITEM_BLOODYSPIKES_NAME,Bloody Spikes,,Pinchos sangrientos,Pics ensanglantés,Blutige Spitzen,Spine Insanguinate,Espinhos Ensanguentados,血刺,血のトゲ
ITEM_BLOODYSPIKES_DESC,"+1 Thorns.
Use: A ranged attack.",,"+1 de espinas.
Uso: Lanza un ataque a distancia.","Épines +1.
Utilisation&nbsp;: une attaque à distance.","+1&nbsp;Dornen.
Benutzen: Ein Fernkampfangriff.","+1 Spine.
Uso: Un attacco a distanza.","+1 de espinhos.
Uso: um ataque à distância.","+1 荆棘。  
使用：一次远程攻击。","+1 トゲ。  
使用: 遠距離攻撃。"
ITEM_BLOODYSTICK_NAME,Bloody Stick,,Palo sangriento,Bâton ensanglanté,Blutiger Stock,Bastone Insanguinato,Graveto Ensanguentado,血棒,ブラッディスティック
ITEM_BLOODYSTICK_DESC,"+1 Health Regen.
Use: A melee attack with +1 reach.",,"+1 de regeneración de salud.
Uso: Lanza un ataque cuerpo a cuerpo con +1 de extensión.","Régénération de PV +1.
Utilisation&nbsp;: une attaque au corps-à-corps avec Allonge +1.","+1&nbsp;Lebensregeneration.
Benutzen: Ein Nahkampfangriff mit +1&nbsp;Reichweite.","+1 Rigenerazione Salute.
Uso: Un attacco corpo a corpo con portata +1.","+1 de regeneração de saúde.
Uso: um ataque corpo-a-corpo com +1 de envergadura.","+1 生命回复。
使用：
一次+1攻击范围的近战攻击。","+1のヘルス再生。  
使用: リーチ+1の近接攻撃。"
ITEM_BO_NAME,Bo,,Bo,Bô,Bo,Bo,Bo,棍棒,ボウ
ITEM_BO_DESC,"Use: A melee attack. On hit, jump forward 2 tiles.",,"Uso: Lanza un ataque cuerpo a cuerpo. Al golpear, salta 2 casillas hacia delante.","Utilisation&nbsp;: une attaque au corps-à-corps. Exécutée avec réussite, vous sautez de 2&nbsp;cases vers l'avant.","Benutzen: Ein Nahkampfangriff. Spring 2&nbsp;Felder vorwärts, wenn du triffst.","Uso: Un attacco corpo a corpo. In caso vada a segno, salti in avanti di 2 caselle.","Uso: um ataque corpo-a-corpo. Ao golpear, salte 2 espaços para frente.","使用：一次近战攻击。命中时，
向前跳跃2格。","使用: 近接攻撃。命中時、前方
に2タイルジャンプします。"
ITEM_BOMB_NAME,Bomb,,Bomba,Bomb,Bombe,Bomba,Bomba,炸弹,爆弾
ITEM_BOMB_DESC,Use: Throw a bomb that explodes.,,Uso: Lanza una bomba que hace explosión.,Utilisation&nbsp;: lance une bombe qui explose.,Benutzen: Wirf eine explodierende Bombe.,Uso: Lanci una bomba che esplode.,Uso: lance uma bomba que explode.,使用：投掷一个会爆炸的炸弹。,使用: 爆発する爆弾を投げる。
ITEM_BONECLUB_NAME,Bone Club,,Garrote de hueso,Batte tibia,Knochenkeule,Mazza d'Osso,Porrete de Osso,骨棒,骨の棍棒
ITEM_BONECLUB_DESC,"Use: A melee attack.
This weapon has a 15% chance to break each time it's used.",,"Uso: Lanza un ataque cuerpo a cuerpo.
Esta arma tiene un 15 % de probabilidad de romperse cada vez que se usa.","Utilisation&nbsp;: une attaque au corps-à-corps.
Cette arme a 15&nbsp;% de chances de se briser à chaque utilisation.","Benutzen: Ein Nahkampfangriff.
Geht nach Benutzung mit 15%iger Wahrscheinlichkeit kaputt.","Uso: Un attacco corpo a corpo.
Quest'arma ha un 15% di probabilità di rompersi ogni volta che viene usata.","Uso: um ataque corpo-a-corpo.
Esta arma possui uma chance de 15% de quebrar a cada vez que é utilizada.","使用：一次近战攻击。
这把武器每次使用时有15%的概率破损。
","使用: 近接攻撃。  
この武器は使用するたびに15%
の確率で壊れる可能性があります
。"
ITEM_BOOKOFBELIAL_NAME,Book Of Belial,,Libro de Belial,Livre de Bélial,Buch des Belial,Libro di Belial,Livro de Belial,贝利亚之书,ベリアルの書
ITEM_BOOKOFBELIAL_DESC,"Use: Gain +3 Damage.
RELOAD: Kill an enemy.",,"Uso: Obtiene +3 de daño.
RECARGA: Mata a un enemigo.","Utilisation&nbsp;: Dégâts +3.
RECHARGE&nbsp;: tuer un ennemi.","Benutzen: Erhalte +3&nbsp;Schaden.
NACHLADEN: Töte einen Gegner.","Uso: Ottieni +3 al Danno.
RICARICA: Uccidi un nemico.","Uso: obtenha +3 de dano.
RECARREGAMENTO: mate um inimigo.","使用：获得+3伤害。
重新装填：击杀一个敌人。","使用: ダメージ+3を得る。 
 
リロード: 敵を倒す。"
ITEM_BOTTLES_NAME,Bottles,,Botellas,Bouteilles,Flasche,Bottiglie,Garrafas,瓶子,ボトル
ITEM_BOTTLES_DESC,Use: A lobbed attack that spawns a glass tile.,,Uso: Lanza un ataque en arco que genera una casilla de cristales.,Utilisation&nbsp;: une attaque en cloche qui fait apparaître une case de verre.,"Benutzen: Ein Angriff, der Hindernisse ignoriert und ein Scherbenfeld erschafft.",Uso: Un attacco a parabola che genera una casella di vetro.,Uso: um ataque em arco que gera um espaço de vidro.,"使用：一次抛掷攻击，
生成一个玻璃地块。","使用: 投げ攻撃でガラスタイル
を生成します。"
ITEM_BOTTLESOFBLOOD_NAME,Bottles of Blood,,Botellas de sangre,Bouteilles de sang,Blutflasche,Bottiglie di Sangue,Garrafas de Sangue,血瓶,血の瓶
ITEM_BOTTLESOFBLOOD_DESC,Use: A lobbed attack that creates glass tiles in an area.,,Uso: Lanza un ataque en arco que crea casillas de cristales en un área.,Utilisation&nbsp;: une attaque en cloche qui fait apparaître des cases de verre.,"Benutzen: Ein Angriff, der Hindernisse ignoriert und Scherbenfeld in einem bestimmten Bereich erschafft.",Uso: Un attacco a parabola che genera caselle di vetro in un'area.,Uso: um ataque em arco que cria espaços de vidro em uma área.,"使用：一次抛掷攻击，
在区域内生成玻璃地块。","使用: 投げつける攻撃で、エリ
ア内にガラスのタイルを生成しま
す。"
ITEM_BRICKS_NAME,Bricks,,Ladrillos,Briques,Ziegel,Mattoni,Tijolos,砖块,レンガ
ITEM_BRICKS_DESC,"Use: A lobbed attack that inflicts Stun.
[s:.7](Usable once per battle.)[/s]",,"Uso: Lanza un ataque en arco que aturde.
[s:.7](Disponible una vez por combate).[/s]","Utilisation&nbsp;: une attaque en cloche qui inflige Étourdissement.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Ein Angriff, der Hindernisse ignoriert und Betäubung verursacht.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Un attacco a parabola che infligge Stordimento.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: um ataque em arco que aplica atordoamento.
[s:.7](Um uso por batalha.)[/s]","使用：一次抛掷攻击，
造成眩晕。
[s:.7](每场战斗只能使用一次。)[/s]","使用: 投げ攻撃でスタンを与え
る。  
[s:.7](戦闘中に一度だけ使用可能。)[/s]"
ITEM_BUCKETOFACID_NAME,Vial of Acid,,Vial de ácido,Flacon d'acide,Säureflasche,Fiala di Acido,Frasco de Ácido,酸液瓶,酸の小瓶
ITEM_BUCKETOFACID_DESC,Use: A melee attack that inflicts random status effects.,,Uso: Lanza un ataque cuerpo a cuerpo que inflige efectos de estado al azar.,Utilisation&nbsp;: une attaque au corps-à-corps qui inflige des altérations d'état aléatoires.,"Benutzen: Ein Nahkampfangriff, der zufällige Statuseffekte verursacht.",Uso: Un attacco corpo a corpo che infligge effetti di stato casuali.,Uso: um ataque corpo-a-corpo que aplica efeitos de estado aleatórios.,"使用：一次近战攻击，
造成随机状态效果。","使用: ランダムな状態異常を与
える近接攻撃。"
ITEM_BUCKETOFBLOOD_NAME,Bucket of Blood,,Cubo de sangre,Seau de sang,Eimer mit Blut,Secchio di Sangue,Balde de Sangue,一桶血,血のバケツ
ITEM_BUCKETOFBLOOD_DESC,"Use: Gain +2 [img:con] and -1 [img:spd], then heal 4 HP.",,"Uso: Obtiene +2 [img:con] y -1 [img:spd], luego recupera 4 PS.","Utilisation&nbsp;: [img:con] +2&nbsp;et [img:spd] -1, puis vous récupérez 4&nbsp;PV.",Benutzen: Erhalte +2&nbsp;[img:con] und -1&nbsp;[img:spd]. Heile dich anschließend um 4&nbsp;LP.,"Uso: Ottieni +2 alla [img:con] e -1 alla [img:spd], poi recuperi 4 PS.","Uso: obtenha +2 de [img:con] e -1 de [img:spd], e então cure 4 PV.","使用：获得 +2 [img:con] 和 -1 [img:spd]，

然后恢复 4 生命值。","使用: +2 [img:con]、-1 [img:spd] を
得て、4 HPを回復します。"
ITEM_BUCKETOFLARD_NAME,Bucket of Lard,,Cubo de sebo,Seau de saindoux,Eimer mit Fett,Secchio di Lardo,Balde de Banha,一桶猪油,ラードのバケツ
ITEM_BUCKETOFLARD_DESC,"Use: Gain +2 [img:con] and -1 [img:spd], then heal 4 HP.",,"Uso: Obtiene +2 [img:con] y -1 [img:spd], luego recupera 4 PS.","Utilisation&nbsp;: [img:con] +2&nbsp;et [img:spd] -1, puis vous récupérez 4&nbsp;PV.",Benutzen: Erhalte +2&nbsp;[img:con] und -1&nbsp;[img:spd]. Heile dich anschließend um 4&nbsp;LP.,"Uso: Ottieni +2 alla [img:con] e -1 alla [img:spd], poi recuperi 4 PS.","Uso: obtenha +2 de [img:con] e -1 de [img:spd], e então cure 4 PV.","使用：获得 +2 [img:con] 和 -1 [img:spd]，

然后恢复 4 生命值。","使用: +2 [img:con]、-1 [img:spd]を得
て、4 HPを回復します。"
ITEM_BUG_NAME,Bug,,Bicho,Insecte,Käfer,Insetto,Inseto,虫子,バグ
ITEM_BUG_DESC,"Your basic attack is Metronome.
Use: Cast a random spell.",,"El ataque básico es Metrónomo.
Uso: Lanza un hechizo al azar.","Votre attaque de base est Métronome.
Utilisation&nbsp;: lance un sort aléatoire.","Dein Grundangriff wird zu Metronom.
Benutzen: Wirke einen zufälligen Zauber.","Il tuo attacco base è Metronomo.
Uso: Lanci un incantesimo casuale.","Seu ataque básico se torna Metrônomo.
Uso: lance um encantamento aleatório.","你的基础攻击是节拍器。
使用：施放随机法术。","基本攻撃はメトロノームです。 
 
使用: ランダムな呪文を発動し
ます。"
ITEM_BUNGASBONE_NAME,Bunga's Bone,,Hueso de Bunga,Os de Bunga,Bungas Knochen,Osso di Bunga,Osso de Bunga,邦加的骨头,ブンガの骨
ITEM_BUNGASBONE_DESC,Use: A melee attack with Knockback 5.,,Uso: Lanza un ataque cuerpo a cuerpo con 5 de retroceso.,Utilisation&nbsp;: une attaque au corps-à-corps avec Recul +5.,Benutzen: Ein Nahkampfangriff mit Rückstoß&nbsp;5.,Uso: Un attacco corpo a corpo con Contraccolpo 5.,Uso: um ataque corpo-a-corpo com empurrão 5.,"使用：
一次附带击退 5 的近战攻击。
","使用: ノックバック5の近接攻
撃。"
ITEM_BURNINGCOAL_NAME,Burning Coals,,Ascuas ardientes,Charbons ardents,Glühende Kohlen,Carboni Ardenti,Carvões em Brasa,燃烧炭,燃える石炭
ITEM_BURNINGCOAL_DESC,"Use: A lobbed attack that inflicts Burn 2 and +2 [img:spd].
Passive: Gain Burn 1 and +2 [img:spd] at the start of each turn.",,"Uso: Lanza un ataque en arco que inflige 2 de quemadura y +2 [img:spd].
Pasiva: Obtiene 1 de quemadura y +2 [img:spd] al inicio de cada turno.","Utilisation&nbsp;: une attaque en cloche qui inflige Brûlure +2&nbsp;et [img:spd] +2.
Passif&nbsp;: vous recevez Brûlure +1&nbsp;et [img:spd] +2&nbsp;au début de chaque tour.","Benutzen: Ein Angriff, der Hindernisse ignoriert, Verbrennung&nbsp;2 verursacht und +2&nbsp;[img:spd] verleiht.
Passiveffekt: Erhalte am Anfang jedes Zuges Verbrennung&nbsp;1 und +2&nbsp;[img:spd].","Uso: Un attacco a parabola che infligge Bruciatura 2 e +2 alla [img:spd].
Abilità Passiva: Ottieni Bruciatura 1 e +2 alla [img:spd] all'inizio di ogni turno.","Uso: um ataque em arco que aplica queimadura 2 e +2 de [img:spd].
Passivo: obtenha queimadura 1 e +2 de [img:spd] no início de cada turno.","使用：一次抛掷攻击，
造成灼烧 2 和 +2 [img:spd]。
被动：每回合开始时获得灼烧 1 和 +2 [img:spd]。
","使用: 投げ攻撃でバーン2と+
2 [img:spd]を付与します。  
パッシブ: 各ターンの開始時に
バーン1と+2 [img:spd]を獲得します
。"
ITEM_BUTCHERSCLEAVER_NAME,Butcher's Cleaver,,Macheta de carnicero,Fendoir du barbare,Fleischermesser,Mannaia del Macellaio,Cutelo de Açougueiro,屠夫的砍刀,肉切り包丁
ITEM_BUTCHERSCLEAVER_DESC,Use: A melee attack with Cleave that can hit diagonally.,,Uso: Lanza un ataque cuerpo a cuerpo con incisión que golpea en diagonal.,Utilisation&nbsp;: une attaque au corps-à-corps infligeant Fendoir pouvant toucher en diagonale.,"Benutzen: Ein Nahkampfangriff, der Schlachten und diagonal treffen kann.",Uso: Un attacco corpo a corpo con Fendente che può colpire in diagonale.,Uso: um ataque corpo-a-corpo com cisão que pode golpear diagonalmente.,"使用：
一次带有横扫的近战攻击，
可以对角线攻击。","使用: 斜めに攻撃できるクリー
ブ付きの近接攻撃。"
ITEM_BUTTERFLYKNIFE_NAME,Butterfly Knife,,Navaja de abanico,Couteau papillon,Butterflymesser,Coltello a Farfalla,Faca Borboleta,蝴蝶刀,バタフライナイフ
ITEM_BUTTERFLYKNIFE_DESC,"Use: A multi-hit melee attack that inflicts Bleed.
[s:.7](Usable once per battle.)[/s]",,"Uso: Lanza un ataque cuerpo a cuerpo que golpea varias veces y que inflige hemorragia.
[s:.7](Disponible una vez por combate).[/s]","Utilisation&nbsp;: une attaque multiple au corps-à-corps qui inflige Saignement.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Ein mehrfach treffender Nahkampfangriff, der Blutung verursacht.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Un attacco corpo a corpo multi-colpo che infligge Sanguinamento.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: um ataque corpo-a-corpo multigolpes que aplica sangramento.
[s:.7](Um uso por batalha.)[/s]","使用：
一次多次命中的近战攻击，
造成出血。
[s:.7](每场战斗可使用一次。)[/s]","使用: 複数回ヒットする近接攻
撃で、出血を引き起こします。 
 
[s:.7]（戦闘中に一度だけ使用可能です
。）[/s]"
ITEM_CARBATTERY_NAME,Car Battery,,Batería de coche,Batterie de voiture,Autobatterie,Batteria per Auto,Bateria de Carro,汽车电池,カーバッテリー
ITEM_CARBATTERY_DESC,Use: An electric melee attack that has a 50% chance to chain to another enemy within 3 tiles. Can only be used while at full mana.,,Uso: Lanza un ataque eléctrico cuerpo a cuerpo con un 50 % de probabilidad de encadenarse con otro enemigo en un radio de 3 casillas. Solo puede usarse con el maná a tope.,Utilisation&nbsp;: une attaque au corps-à-corps électrique ayant 50&nbsp;% de chances de se propager à un autre ennemi dans un rayon de 3&nbsp;cases. Ne peut être utilisée qu'avec une barre de mana pleine.,"Benutzen: Ein elektrischer Nahkampfangriff, der mit 50%iger Wahrscheinlichkeit auf einen weiteren Gegner innerhalb von 3&nbsp;Feldern überspringt. Kann nur mit vollem Mana benutzt werden.",Uso: Un attacco corpo a corpo elettrico che ha un 50% di probabilità di concatenarsi a un altro nemico entro 3 caselle. Può essere usato solo quando si ha il mana al massimo.,Uso: um ataque corpo-a-corpo elétrico com 50% de chance de ser encadeado a outro inimigo dentro de 3 espaços de distância. Só pode ser utilizado com mana completa.,"使用：一次电击近战攻击，
有 50% 概率链式攻击3格内的另一个敌人。
仅在法力值满时可用。","使用: 電気の近接攻撃で、3タ
イル以内の別の敵に50%の確率
で連鎖します。マナが満タンの時
のみ使用可能です。"
ITEM_CATPAW_NAME,Cat Paw,,Pata de gato,Patoune de chat,Katzenpfote,Zampa di Gatto,Pata de Gato,猫爪,猫の手
ITEM_CATPAW_DESC,Use: A melee attack that has a 25% chance to refresh itself when used.,,Uso: Lanza un ataque cuerpo a cuerpo con un 25 % de probabilidad de restaurarse al usarla.,Utilisation&nbsp;: une attaque au corps-à-corps ayant 25&nbsp;% de chances de se réinitialiser après utilisation.,"Benutzen: Ein Nahkampfangriff, der sich mit 25%iger Wahrscheinlichkeit selbst auffrischt.",Uso: Un attacco corpo a corpo che ha un 25% di probabilità di rigenerarsi quando viene usato.,Uso: um ataque corpo-a-corpo com 25% de chance de se reiniciar ao ser utilizado.,"使用：一次近战攻击，
使用时有 25% 概率刷新自身。
","使用: 近接攻撃で、使用時に
25%の確率で再度使用可能にな
ります。"
ITEM_CHAINSAW_NAME,Chainsaw,,Motosierra,Tronçonneuse,Kettensäge,Motosega,Serra Elétrica,电锯,チェーンソー
ITEM_CHAINSAW_DESC,"Use: A multi-hit melee attack with a 25% chance to Cleave.
[s:.7](Usable once per battle.)[/s]
Passive: +2 Thorns.",,"Uso: Lanza un ataque cuerpo a cuerpo que golpea varias veces con un 25 % de probabilidad de infligir incisión.
[s:.7](Disponible una vez por combate).[/s]
Pasiva: +2 de espinas.","Utilisation&nbsp;: une attaque multiple au corps-à-corps avec 25&nbsp;% de chances d'infliger Fendoir.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]
Passif&nbsp;: Épines +2.","Benutzen: Ein mehrfach treffender Nahkampfangriff, der mit 25%iger Wahrscheinlichkeit schlachtet.
[s:.7](Einmal pro Kampf verwendbar.)[/s]
Passiveffekt: +2 Dornen.","Uso: Un attacco corpo a corpo multi-colpo con il 25% di probabilità di essere Fendente.
[s:.7](Utilizzabile una volta per battaglia.)[/s]
Abilità Passiva: +2 Spine.","Uso: um ataque corpo-a-corpo multigolpes com 25% de chance de causar cisão.
[s:.7](Um uso por batalha.)[/s]
Passivo: +2 de espinhos.","使用：多重近战攻击，有25%几率造成顺劈伤害。  
[s:.7](每场战斗可用一次。)[/s]  
被动：+2 荆棘。","使用: 25%の確率でクリーブ
を発動するマルチヒットの近接攻
撃。  
[s:.7](戦闘ごとに1回使用可能。)[/s] 
 
パッシブ: +2 トゲ。"
